Time,OrderType,Direction,Price,Volume
426,4,1,579.3983084964394,21.0
427,1,-1,579.2761918758086,155.0
429,1,-1,579.6041949159709,77.0
431,4,1,579.6789085664321,17.0
434,3,-1,579.6789085664321,0.0
436,1,-1,580.1951612301831,229.0
444,4,1,579.6681230849323,7.0
450,3,1,579.6681230849323,0.0
452,1,-1,579.7314959592198,371.0
453,3,-1,579.7314959592198,0.0
457,1,-1,579.5895058808778,15.0
459,1,-1,579.7122537776106,189.0
460,4,-1,579.6909156043305,186.0
463,1,-1,580.097254175447,11.0
464,4,-1,579.818305065047,39.0
466,1,-1,579.8816943581497,92.0
468,1,-1,579.7167859730241,72.0
469,4,-1,580.027172784366,64.0
470,1,-1,579.8924269095755,15.0
473,3,-1,579.8924269095755,0.0
474,1,-1,579.3177823687822,10.0
475,1,-1,579.6357706482429,8.0
477,1,-1,579.7585283431222,27.0
480,4,1,579.4851557496243,65.0
482,4,-1,579.4225654568538,146.0
483,1,-1,579.3293621669386,75.0
484,1,-1,579.440558636225,88.0
486,1,-1,578.9103134771206,430.0
491,3,-1,578.9103134771206,0.0
494,1,-1,579.2379788309611,148.0
495,1,-1,578.9671871839157,67.0
501,1,-1,578.3729810224328,98.0
502,4,-1,578.0075392589449,77.0
507,4,-1,577.8321475773412,19.0
508,3,-1,577.8321475773412,0.0
509,1,1,577.7419629989339,1.0
510,3,-1,577.7419629989339,0.0
513,1,-1,577.6863494812533,28.0
514,1,-1,578.1061708286288,75.0
515,1,-1,577.7794881039362,52.0
516,1,-1,577.7382450240353,147.0
517,3,1,577.7382450240353,0.0
518,4,-1,577.9796550767676,25.0
520,3,-1,577.9796550767676,0.0
521,1,-1,577.5186950945082,29.0
522,1,-1,577.5133965421937,79.0
525,1,-1,577.3506073939861,80.0
526,4,-1,577.5697678362011,11.0
527,3,-1,577.5697678362011,0.0
531,4,1,577.6307310789418,5.0
532,1,-1,577.3557742033227,187.0
535,4,-1,577.470058818274,25.0
536,4,1,577.3988304285842,114.0
538,1,-1,576.8754725952978,77.0
541,4,1,576.9701834003689,32.0
544,3,-1,576.9701834003689,0.0
546,3,-1,576.9701834003689,0.0
548,1,-1,577.3446529366911,25.0
549,1,-1,577.3291770012116,81.0
550,1,-1,577.4376041356397,5.0
551,4,-1,577.4255457594115,1.0
552,4,-1,577.2877645553601,17.0
554,1,-1,577.076288567858,27.0
555,1,-1,576.9834626894179,53.0
556,1,-1,576.793886764441,231.0
558,4,1,576.0519773461592,9.0
560,4,-1,576.4557651769891,14.0
561,3,-1,576.4557651769891,0.0
562,1,1,576.5300729803549,1.0
565,4,1,576.5881320079917,243.0
566,1,-1,576.4378139074696,110.0
568,1,-1,576.2902545563359,62.0
570,4,1,576.2069669611902,7.0
573,3,-1,576.2069669611902,0.0
575,1,-1,575.9502899285012,103.0
583,4,1,576.0638391416297,21.0
589,3,1,576.0638391416297,0.0
591,1,-1,575.5601801022472,91.0
592,3,-1,575.5601801022472,0.0
596,1,-1,575.7151404611477,159.0
598,1,-1,575.7714176031488,54.0
599,4,-1,575.7391118444726,113.0
602,1,-1,575.1562702342109,10.0
603,4,-1,575.1350997585525,58.0
605,1,-1,575.6329702662324,65.0
607,1,-1,575.8816196436618,123.0
608,4,-1,575.3138422628912,50.0
609,1,-1,575.1030893760534,159.0
612,3,-1,575.1030893760534,0.0
613,1,-1,575.695765574789,66.0
614,1,-1,575.2365554672641,68.0
616,1,-1,575.2245430545698,51.0
619,4,1,574.8618830930018,82.0
621,4,-1,574.9776666067063,35.0
622,1,-1,574.8379174580544,34.0
623,1,-1,574.9794543666691,107.0
625,1,-1,574.9064402961712,16.0
630,3,-1,574.9064402961712,0.0
633,1,-1,574.6723183332069,75.0
634,1,-1,574.5224996905414,73.0
640,1,-1,574.701457546404,148.0
641,4,-1,574.6565138650933,59.0
646,4,-1,575.005687202272,215.0
647,3,-1,575.005687202272,0.0
648,1,1,574.8033823961528,1.0
649,3,-1,574.8033823961528,0.0
652,1,-1,574.3857391052771,281.0
653,1,-1,574.1843332971087,231.0
654,1,-1,574.3524899974838,150.0
655,1,-1,574.2799990332788,53.0
656,3,1,574.2799990332788,0.0
657,4,-1,574.1816184198925,199.0
659,3,-1,574.1816184198925,0.0
660,1,-1,574.4623966838933,150.0
661,1,-1,574.304080415147,31.0
664,1,-1,573.6433431646674,111.0
665,4,-1,573.9088059789304,70.0
666,3,-1,573.9088059789304,0.0
670,4,1,573.7272637570175,46.0
671,1,-1,573.7484562563762,142.0
674,4,-1,573.9015339647111,32.0
675,4,1,573.7425656405804,11.0
677,1,-1,573.2957436602777,67.0
680,4,1,572.9897995795053,2.0
683,3,-1,572.9897995795053,0.0
685,3,-1,572.9897995795053,0.0
687,1,-1,572.7652984561219,229.0
688,1,-1,572.4033998757932,53.0
689,1,-1,572.0155368232726,281.0
690,4,-1,572.1017115148665,27.0
691,4,-1,571.7448071372594,196.0
693,1,-1,571.8821111757906,239.0
694,1,-1,571.8667816657494,36.0
695,1,-1,571.9297912591638,144.0
697,4,1,571.9098001425978,98.0
699,4,-1,571.8374942731845,71.0
700,3,-1,571.8374942731845,0.0
701,1,1,571.7254429060049,1.0
704,4,1,571.5242921914036,58.0
705,1,-1,571.0884501458753,97.0
707,1,-1,571.4253323783834,91.0
709,4,1,570.9201034719998,98.0
712,3,-1,570.9201034719998,0.0
714,1,-1,571.2137968156591,46.0
722,4,1,571.5689986786792,27.0
728,3,1,571.5689986786792,0.0
730,1,-1,571.4335846328696,189.0
731,3,-1,571.4335846328696,0.0
735,1,-1,571.7807996507248,130.0
737,1,-1,571.7271380213963,223.0
738,4,-1,571.666447868807,6.0
741,1,-1,572.0374751347271,10.0
742,4,-1,572.3317432779384,1.0
744,1,-1,572.4392318534997,8.0
746,1,-1,572.2366302425221,71.0
747,4,-1,572.3761844739972,3.0
748,1,-1,571.9503146169556,68.0
751,3,-1,571.9503146169556,0.0
752,1,-1,572.1960680925939,35.0
753,1,-1,572.1349721446552,90.0
755,1,-1,572.5069201593516,54.0
758,4,1,572.5955792126757,292.0
760,4,-1,572.4214303585524,53.0
761,1,-1,572.2205668572285,11.0
762,1,-1,572.4757306634194,43.0
764,1,-1,572.2608972540866,148.0
769,3,-1,572.2608972540866,0.0
772,1,-1,572.5847990140355,11.0
773,1,-1,572.5626215431006,43.0
779,1,-1,572.679550507171,127.0
780,4,-1,572.4282613347124,122.0
785,4,-1,572.5534098909579,189.0
786,3,-1,572.5534098909579,0.0
787,1,1,572.7834408827209,1.0
788,3,-1,572.7834408827209,0.0
791,1,-1,572.4363070575135,31.0
792,1,-1,572.0103924669614,101.0
793,1,-1,571.8438686646507,12.0
794,1,-1,571.7048811900949,53.0
795,3,1,571.7048811900949,0.0
796,4,-1,571.6498488027066,132.0
798,3,-1,571.6498488027066,0.0
799,1,-1,571.5123776802444,35.0
800,1,-1,571.6451801056551,15.0
803,1,-1,571.5780442544922,27.0
804,4,-1,571.8249420734104,4.0
805,3,-1,571.8249420734104,0.0
809,4,1,571.8870223600056,37.0
810,1,-1,572.104108842833,16.0
813,4,-1,572.1022618135224,71.0
814,4,1,571.5301827674643,37.0
816,1,-1,571.3567565869488,80.0
819,4,1,570.7887600216212,66.0
822,3,-1,570.7887600216212,0.0
824,3,-1,570.7887600216212,0.0
826,1,-1,571.0816257536325,43.0
827,1,-1,570.5823227189815,11.0
828,1,-1,570.9054030373848,17.0
829,4,-1,571.2468783974865,54.0
830,4,-1,571.3840628588462,2.0
832,1,-1,571.3384066395549,21.0
833,1,-1,570.7005985538738,51.0
834,1,-1,570.2672406563308,212.0
836,4,1,570.5158195994849,69.0
838,4,-1,570.8488523406563,70.0
839,3,-1,570.8488523406563,0.0
840,1,1,570.9345718468063,1.0
843,4,1,570.9196870692346,25.0
844,1,-1,570.695997029372,215.0
846,1,-1,570.9785779655373,14.0
848,4,1,570.7154835828263,44.0
851,3,-1,570.7154835828263,0.0
853,1,-1,570.6967678728803,104.0
861,4,1,570.5875360445275,10.0
867,3,1,570.5875360445275,0.0
869,1,-1,570.9364850589608,233.0
870,3,-1,570.9364850589608,0.0
874,1,-1,570.8813855170147,72.0
876,1,-1,570.6615667812373,80.0
877,4,-1,570.635556247579,4.0
880,1,-1,570.5949182960969,87.0
881,4,-1,570.9362079461174,9.0
883,1,-1,570.8761402556715,222.0
885,1,-1,570.5894493211572,61.0
886,4,-1,570.5993005844995,383.0
887,1,-1,570.0821058866734,30.0
890,3,-1,570.0821058866734,0.0
891,1,-1,570.0611221819473,40.0
892,1,-1,569.687406474084,84.0
894,1,-1,569.871098919631,88.0
897,4,1,569.9661490163027,11.0
899,4,-1,570.3803598711261,87.0
900,1,-1,569.9997283574197,2.0
901,1,-1,569.9144188005271,60.0
903,1,-1,569.8709846716793,199.0
908,3,-1,569.8709846716793,0.0
911,1,-1,569.5897650112452,21.0
912,1,-1,569.71438067706,34.0
918,1,-1,569.0460395406532,54.0
919,4,-1,568.6864909534631,117.0
924,4,-1,568.5135310069487,9.0
925,3,-1,568.5135310069487,0.0
926,1,1,568.4619791583327,1.0
927,3,-1,568.4619791583327,0.0
930,1,-1,568.6053898518546,160.0
931,1,-1,568.3247947365458,156.0
932,1,-1,568.6567343631119,76.0
933,1,-1,568.5468795294398,63.0
934,3,1,568.5468795294398,0.0
935,4,-1,568.494837048889,9.0
937,3,-1,568.494837048889,0.0
938,1,-1,567.9895204288704,28.0
939,1,-1,567.7032343216853,67.0
942,1,-1,567.5652532342605,79.0
943,4,-1,567.8408967178742,8.0
944,3,-1,567.8408967178742,0.0
948,4,1,567.7983736373085,89.0
949,1,-1,567.9625337948229,212.0
952,4,-1,567.9911757357302,14.0
953,4,1,568.0409334128467,56.0
955,1,-1,568.1188424989879,233.0
958,4,1,567.5540648053366,11.0
961,3,-1,567.5540648053366,0.0
963,3,-1,567.5540648053366,0.0
965,1,-1,567.5136463030256,75.0
966,1,-1,567.1416006472222,37.0
967,1,-1,567.0939271055099,52.0
968,4,-1,567.2767832984695,71.0
969,4,-1,567.219423232091,93.0
971,1,-1,567.018152503035,131.0
972,1,-1,566.9061652510528,104.0
973,1,-1,566.8313456221526,82.0
975,4,1,566.9820157467765,252.0
977,4,-1,567.0780719349668,132.0
978,3,-1,567.0780719349668,0.0
979,1,1,566.920149484371,1.0
982,4,1,566.2688731746948,203.0
983,1,-1,566.1594796352937,156.0
985,1,-1,566.0875855739579,222.0
987,4,1,566.104011471865,6.0
990,3,-1,566.104011471865,0.0
992,1,-1,566.4071098524194,117.0
1000,4,1,565.818364776058,7.0
1006,3,1,565.818364776058,0.0
1008,1,-1,565.7749264861324,73.0
1009,3,-1,565.7749264861324,0.0
1013,1,-1,565.2629589769764,199.0
1015,1,-1,565.1426669200767,228.0
1016,4,-1,565.0310650880316,175.0
1019,1,-1,565.0595591970865,32.0
1020,4,-1,564.8595694503654,82.0
1022,1,-1,564.6619081227459,318.0
1024,1,-1,564.9380311911688,88.0
1025,4,-1,564.7049870572325,238.0
1026,1,-1,564.3858772239038,36.0
1029,3,-1,564.3858772239038,0.0
1030,1,-1,564.8664232134358,423.0
1031,1,-1,565.228691822799,448.0
1033,1,-1,565.1115531298777,21.0
1036,4,1,565.0363219635542,5.0
1038,4,-1,565.1158026752479,90.0
1039,1,-1,565.2439889209642,49.0
1040,1,-1,564.8234256912473,110.0
1042,1,-1,564.8856592315486,149.0
1047,3,-1,564.8856592315486,0.0
1050,1,-1,564.2550546078155,22.0
1051,1,-1,564.4000853531126,114.0
1057,1,-1,564.2295185536864,17.0
1058,4,-1,564.7406374780705,6.0
1063,4,-1,564.4969824649108,240.0
1064,3,-1,564.4969824649108,0.0
1065,1,1,564.8177705098295,1.0
1066,3,-1,564.8177705098295,0.0
1069,1,-1,565.0886198840773,43.0
1070,1,-1,564.7863916013938,36.0
1071,1,-1,564.8655766256475,124.0
1072,1,-1,564.582209311465,69.0
1073,3,1,564.582209311465,0.0
1074,4,-1,564.3272882022884,59.0
1076,3,-1,564.3272882022884,0.0
1077,1,-1,564.4671678028262,127.0
1078,1,-1,564.4141925578631,19.0
1081,1,-1,564.2139172298808,14.0
1082,4,-1,563.6655908147708,6.0
1083,3,-1,563.6655908147708,0.0
1087,4,1,563.6344209060559,98.0
1088,1,-1,563.7917669015675,16.0
1091,4,-1,564.0047536243443,37.0
1092,4,1,564.2650515534707,65.0
1094,1,-1,564.7027442985432,103.0
1097,4,1,564.6748350306395,10.0
1100,3,-1,564.6748350306395,0.0
1102,3,-1,564.6748350306395,0.0
1104,1,-1,564.3804174142641,30.0
1105,1,-1,564.5344576012785,56.0
1106,1,-1,564.7487530740623,162.0
1107,4,-1,564.93085307907,4.0
1108,4,-1,565.0100583573272,15.0
1110,1,-1,564.3793148618373,5.0
1111,1,-1,564.0412926143326,149.0
1112,1,-1,563.7996698403276,74.0
1114,4,1,563.8709884283961,218.0
1116,4,-1,564.356163598901,6.0
1117,3,-1,564.356163598901,0.0
1118,1,1,564.8368964251624,1.0
1121,4,1,564.7434418145168,7.0
1122,1,-1,564.6051226683167,23.0
1124,1,-1,564.5609685560096,131.0
1126,4,1,564.5888414912376,213.0
1129,3,-1,564.5888414912376,0.0
1131,1,-1,565.2853674420803,281.0
1139,4,1,564.9509221912332,38.0
1145,3,1,564.9509221912332,0.0
1147,1,-1,564.7383910778339,142.0
1148,3,-1,564.7383910778339,0.0
1152,1,-1,564.5491335287842,5.0
1154,1,-1,564.3138491591172,73.0
1155,4,-1,564.197183073223,3.0
1158,1,-1,564.1575986752723,188.0
1159,4,-1,563.3860675878722,8.0
1161,1,-1,563.345945910508,82.0
1163,1,-1,563.8336110385928,187.0
1164,4,-1,563.7060270758773,21.0
1165,1,-1,563.8433413545536,72.0
1168,3,-1,563.8433413545536,0.0
1169,1,-1,564.078489625715,20.0
1170,1,-1,563.7952124348732,66.0
1172,1,-1,564.2655176881211,42.0
1175,4,1,564.2383973203664,114.0
1177,4,-1,564.1790343006171,30.0
1178,1,-1,563.76789125876,48.0
1179,1,-1,564.0971693494355,85.0
1181,1,-1,564.5995451681646,85.0
1186,3,-1,564.5995451681646,0.0
1189,1,-1,564.56773467749,117.0
1190,1,-1,564.3241542625287,232.0
1196,1,-1,564.6775684442431,120.0
1197,4,-1,564.227147123768,125.0
1202,4,-1,564.2556006918197,95.0
1203,3,-1,564.2556006918197,0.0
1204,1,1,564.5690720633648,1.0
1205,3,-1,564.5690720633648,0.0
1208,1,-1,565.0149063622426,264.0
1209,1,-1,564.9481683696039,40.0
1210,1,-1,564.637333420754,155.0
1211,1,-1,564.4481097385792,10.0
1212,3,1,564.4481097385792,0.0
1213,4,-1,564.5749163687718,10.0
1215,3,-1,564.5749163687718,0.0
1216,1,-1,564.6770293349259,74.0
1217,1,-1,564.9180265796772,27.0
1220,1,-1,564.6418209056848,25.0
1221,4,-1,564.503050837855,331.0
1222,3,-1,564.503050837855,0.0
1226,4,1,564.5903265765418,119.0
1227,1,-1,564.718821195743,239.0
1230,4,-1,565.0287960865478,30.0
1231,4,1,565.0925980419082,302.0
1233,1,-1,565.0974850591668,61.0
1236,4,1,565.476860202736,25.0
1239,3,-1,565.476860202736,0.0
1241,3,-1,565.476860202736,0.0
1243,1,-1,565.2646532649233,67.0
1244,1,-1,565.0932204571039,72.0
1245,1,-1,564.8669787825625,37.0
1246,4,-1,564.8059674016365,93.0
1247,4,-1,564.9777860740993,251.0
1249,1,-1,564.8171161042765,48.0
1250,1,-1,564.6399343553405,61.0
1251,1,-1,564.3017560156748,76.0
1253,4,1,564.3777012746685,73.0
1255,4,-1,564.4325065259088,43.0
1256,3,-1,564.4325065259088,0.0
1257,1,1,564.5412874924425,1.0
1260,4,1,564.8238871659839,3.0
1261,1,-1,565.1670859931816,150.0
1263,1,-1,564.9665435103657,123.0
1265,4,1,565.115737547824,30.0
1268,3,-1,565.115737547824,0.0
1270,1,-1,565.3537566187665,2.0
1278,4,1,565.2734080662023,243.0
1284,3,1,565.2734080662023,0.0
1286,1,-1,564.7160896102847,61.0
1287,3,-1,564.7160896102847,0.0
1291,1,-1,565.0782618054459,82.0
1293,1,-1,564.8925974994592,17.0
1294,4,-1,564.9478167193313,23.0
1297,1,-1,565.1244661356485,76.0
1298,4,-1,564.552370116697,19.0
1300,1,-1,564.2808960142345,27.0
1302,1,-1,564.5233541227237,159.0
1303,4,-1,564.876893055532,26.0
1304,1,-1,564.8365709892176,62.0
1307,3,-1,564.8365709892176,0.0
1308,1,-1,564.7027519656601,239.0
1309,1,-1,564.6302529712895,82.0
1311,1,-1,564.2859648573096,4.0
1314,4,1,564.3061023442194,19.0
1316,4,-1,564.1542336801657,40.0
1317,1,-1,564.2609296254634,21.0
1318,1,-1,564.8174335992165,53.0
1320,1,-1,564.8611766376561,66.0
1325,3,-1,564.8611766376561,0.0
1328,1,-1,564.548514332881,161.0
1329,1,-1,564.6036999180337,212.0
1335,1,-1,564.2594279950047,1.0
1336,4,-1,564.5031644776712,46.0
1341,4,-1,564.4317950203128,5.0
1342,3,-1,564.4317950203128,0.0
1343,1,1,564.7219501926708,1.0
1344,3,-1,564.7219501926708,0.0
1347,1,-1,564.1987211730464,71.0
1348,1,-1,563.787416324756,128.0
1349,1,-1,563.6685899267046,44.0
1350,1,-1,563.5327190440319,47.0
1351,3,1,563.5327190440319,0.0
1352,4,-1,563.3349746042634,4.0
1354,3,-1,563.3349746042634,0.0
1355,1,-1,563.1907693815698,64.0
1356,1,-1,563.112008073839,219.0
1359,1,-1,563.5488064187277,74.0
1360,4,-1,563.684792710408,22.0
1361,3,-1,563.684792710408,0.0
1365,4,1,563.7855934886769,84.0
1366,1,-1,564.1281614268835,43.0
1369,4,-1,564.0688100049545,71.0
1370,4,1,564.2731190974198,66.0
1372,1,-1,563.9897441647016,75.0
1375,4,1,564.4835115138433,27.0
1378,3,-1,564.4835115138433,0.0
1380,3,-1,564.4835115138433,0.0
1382,1,-1,564.346582200765,12.0
1383,1,-1,564.7567091541525,22.0
1384,1,-1,564.9926948243276,125.0
1385,4,-1,564.9409776794616,19.0
1386,4,-1,564.7927391736081,71.0
1388,1,-1,564.7809448545489,29.0
1389,1,-1,564.9186808304468,132.0
1390,1,-1,564.6241360745307,56.0
1392,4,1,564.2122619887738,81.0
1394,4,-1,564.0125721232799,6.0
1395,3,-1,564.0125721232799,0.0
1396,1,1,563.7622686146116,1.0
1399,4,1,563.8494298236858,134.0
1400,1,-1,563.5996645408246,85.0
1402,1,-1,563.7418485772665,118.0
1404,4,1,563.6621425164668,72.0
1407,3,-1,563.6621425164668,0.0
1409,1,-1,563.8087155358011,45.0
1417,4,1,564.1863259861935,38.0
1423,3,1,564.1863259861935,0.0
1425,1,-1,564.4656836494655,43.0
1426,3,-1,564.4656836494655,0.0
1430,1,-1,563.9171125573382,11.0
1432,1,-1,563.8467383274128,18.0
1433,4,-1,563.9768823411114,25.0
1436,1,-1,563.8767842441632,84.0
1437,4,-1,563.9122233760453,39.0
1439,1,-1,563.9965585015851,67.0
1441,1,-1,563.5034500202521,49.0
1442,4,-1,563.6092805702399,1.0
1443,1,-1,563.0507718172524,131.0
1446,3,-1,563.0507718172524,0.0
1447,1,-1,562.7095364492997,405.0
1448,1,-1,562.988162878128,229.0
1450,1,-1,563.0710339625301,85.0
1453,4,1,563.1365603756309,37.0
1455,4,-1,562.9478396389486,81.0
1456,1,-1,562.9271185338285,43.0
1457,1,-1,563.0535834642867,54.0
1459,1,-1,563.073873529561,117.0
1464,3,-1,563.073873529561,0.0
1467,1,-1,562.9784764764288,97.0
1468,1,-1,562.682468315564,22.0
1474,1,-1,562.2856513888645,178.0
1475,4,-1,562.2154807576965,92.0
1480,4,-1,561.7157456537975,22.0
1481,3,-1,561.7157456537975,0.0
1482,1,1,561.6103200159519,1.0
1483,3,-1,561.6103200159519,0.0
1486,1,-1,561.4908052671117,20.0
1487,1,-1,561.4187186364223,5.0
1488,1,-1,561.3580797026764,101.0
1489,1,-1,560.9318159878579,232.0
1490,3,1,560.9318159878579,0.0
